Iteration	CPUTime	PhysTime	Travels	CourFact
131	840	0	1.50583175	0
132	846	0	1.51732665	0
133	852	0	1.52882154	0
134	858	0	1.54031644	0
135	864	0	1.55181134	0
136	870	0	1.56330624	0
137	876	0	1.57480114	0
138	882	0	1.58629604	0
139	888	0	1.59779094	0
140	894	0	1.60928584	0
141	900	0	1.62078073	0
142	906	0	1.63227563	0
143	912	0	1.64377053	0
144	918	0	1.65526543	0
145	924	0	1.66676033	0
146	930	0	1.67825523	0
147	936	0	1.68975013	0
148	942	0	1.70124503	0
149	948	0	1.71273993	0
150	954	0	1.72423482	0
151	960	0	1.73572972	0
152	966	0	1.74722462	0
153	972	0	1.75871952	0
154	978	0	1.77021442	0
155	984	0	1.78170932	0
156	990	0	1.79320422	0
157	996	0	1.80469912	0
158	1001	0	1.81619402	0
159	1008	0	1.82768891	0
160	1014	0	1.83918381	0
161	1020	0	1.85067871	0
162	1026	0	1.86217361	0
163	1032	0	1.87366851	0
164	1038	0	1.88516341	0
165	1044	0	1.89665831	0
166	1050	0	1.90815321	0
167	1056	0	1.9196481	0
168	1062	0	1.931143	0
169	1068	0	1.9426379	0
170	1074	0	1.9541328	0
171	1080	0	1.9656277	0
172	1086	0	1.9771226	0
173	1092	0	1.9886175	0
174	1098	0	2.0001124	0
175	1104	0	2.0116073	0
176	1110	0	2.02310219	0
177	1116	0	2.03459709	0
178	1122	0	2.04609199	0
179	1128	0	2.05758689	0
180	1134	0	2.06908179	0
181	1140	0	2.08057669	0
182	1146	0	2.09207159	0
183	1153	0	2.10356649	0
184	1159	0	2.11506138	0
185	1165	0	2.12655628	0
186	1171	0	2.13805118	0
187	1177	0	2.14954608	0
188	1183	0	2.16104098	0
189	1189	0	2.17253588	0
190	1195	0	2.18403078	0
191	1201	0	2.19552568	0
192	1207	0	2.20702058	0
193	1213	0	2.21851547	0
194	1219	0	2.23001037	0
195	1225	0	2.24150527	0
196	1231	0	2.25300017	0
197	1237	0	2.26449507	0
198	1243	0	2.27598997	0
199	1249	0	2.28748487	0
200	1255	0	2.29897977	0
201	1262	0	2.31047466	0
202	1268	0	2.32196956	0
203	1274	0	2.33346446	0
204	1280	0	2.34495936	0
205	1286	0	2.35645426	0
206	1292	0	2.36794916	0
207	1298	0	2.37944406	0
208	1304	0	2.39093896	0
209	1310	0	2.40243386	0
210	1316	0	2.41392875	0
211	1322	0	2.42542365	0
212	1328	0	2.43691855	0
213	1334	0	2.44841345	0
214	1340	0	2.45990835	0
215	1346	0	2.47140325	0
216	1352	0	2.48289815	0
217	1358	0	2.49439305	0
218	1364	0	2.50588794	0
219	1370	0	2.51738284	0
220	1376	0	2.52887774	0
221	1382	0	2.54037264	0
222	1389	0	2.55186754	0
223	1395	0	2.56336244	0
224	1400	0	2.57485734	0
225	1407	0	2.58635224	0
226	1413	0	2.59784714	0
227	1419	0	2.60934203	0
228	1425	0	2.62083693	0
229	1431	0	2.63233183	0
230	1437	0	2.64382673	0
231	1443	0	2.65532163	0
232	1449	0	2.66681653	0
233	1456	0	2.67831143	0
234	1462	0	2.68980633	0
235	1468	0	2.70130122	0
236	1474	0	2.71279612	0
237	1480	0	2.72429102	0
238	1486	0	2.73578592	0
239	1492	0	2.74728082	0
240	1498	0	2.75877572	0
241	1504	0	2.77027062	0
242	1510	0	2.78176552	0
243	1516	0	2.79326042	0
244	1523	0	2.80475531	0
245	1528	0	2.81625021	0
246	1535	0	2.82774511	0
247	1541	0	2.83924001	0
248	1547	0	2.85073491	0
249	1553	0	2.86222981	0
250	1559	0	2.87372471	0
251	1565	0	2.88521961	0
252	1571	0	2.8967145	0
253	1577	0	2.9082094	0
254	1583	0	2.9197043	0
255	1589	0	2.9311992	0
256	1596	0	2.9426941	0
257	1602	0	2.954189	0
258	1608	0	2.9656839	0
259	1614	0	2.9771788	0
260	1620	0	2.9886737	0
261	1626	0	3.00016859	0
262	1632	0	3.01166349	0
263	1638	0	3.02315839	0
264	1644	0	3.03465329	0
265	1650	0	3.04614819	0
266	1656	0	3.05764309	0
267	1662	0	3.06913799	0
268	1668	0	3.08063289	0
269	1675	0	3.09212779	0
270	1681	0	3.10362268	0
271	1687	0	3.11511758	0
272	1693	0	3.12661248	0
273	1699	0	3.13810738	0
274	1705	0	3.14960228	0
275	1711	0	3.16109718	0
276	1717	0	3.17259208	0
277	1723	0	3.18408698	0
278	1729	0	3.19558187	0
279	1736	0	3.20707677	0
280	1742	0	3.21857167	0
281	1748	0	3.23006657	0
282	1754	0	3.24156147	0
283	1760	0	3.25305637	0
284	1766	0	3.26455127	0
285	1772	0	3.27604617	0
286	1778	0	3.28754107	0
287	1784	0	3.29903596	0
288	1790	0	3.31053086	0
289	1796	0	3.32202576	0
290	1802	0	3.33352066	0
291	1808	0	3.34501556	0
292	1814	0	3.35651046	0
293	1820	0	3.36800536	0
294	1826	0	3.37950026	0
295	1832	0	3.39099515	0
296	1839	0	3.40249005	0
297	1845	0	3.41398495	0
298	1851	0	3.42547985	0
299	1857	0	3.43697475	0
300	1863	0	3.44846965	0
301	1870	0	3.45996455	0
302	1876	0	3.47145945	0
303	1882	0	3.48295435	0
304	1888	0	3.49444924	0
305	1894	0	3.50594414	0
306	1900	0	3.51743904	0
307	1907	0	3.52893394	0
308	1913	0	3.54042884	0
309	1919	0	3.55192374	0
310	1925	0	3.56341864	0
311	1931	0	3.57491354	0
312	1937	0	3.58640843	0
313	1943	0	3.59790333	0
314	1949	0	3.60939823	0
315	1956	0	3.62089313	0
316	1962	0	3.63238803	0
317	1968	0	3.64388293	0
318	1974	0	3.65537783	0
319	1980	0	3.66687273	0
320	1986	0	3.67836763	0
321	1992	0	3.68986252	0
322	1998	0	3.70135742	0
323	2004	0	3.71285232	0
324	2010	0	3.72434722	0
325	2016	0	3.73584212	0
326	2022	0	3.74733702	0
327	2029	0	3.75883192	0
328	2035	0	3.77032682	0
329	2041	0	3.78182171	0
330	2047	0	3.79331661	0
331	2053	0	3.80481151	0
332	2059	0	3.81630641	0
333	2065	0	3.82780131	0
334	2071	0	3.83929621	0
335	2077	0	3.85079111	0
336	2083	0	3.86228601	0
337	2089	0	3.87378091	0
338	2096	0	3.8852758	0
339	2102	0	3.8967707	0
340	2108	0	3.9082656	0
341	2114	0	3.9197605	0
342	2120	0	3.9312554	0
343	2126	0	3.9427503	0
344	2132	0	3.9542452	0
345	2139	0	3.9657401	0
346	2145	0	3.97723499	0
347	2150	0	3.98872989	0
348	2157	0	4.00022479	0
